elapsed_time,set_no,game_no,p1_sets,p2_sets,p1_games,p2_games,server,point_victor,consecutive_victories,p1_points_won,p2_points_won,game_victor,set_victor,p1_unf_err,p2_unf_err,distance_difference_p2_p1,speed_mph,sum_of_distance_p1,sum_of_distance_p2,EA,EB,K,(Sa-Ea),(Sb-Eb),beta_pA,beta_pB,alpha_PA,alpha_pB,z_pA,z_pB,ω_pA,ω_pB,RA,RB,turnning_point
2241,2,2,0,1,0,1,1,2,2,23,35,0,0,0,0,-346.326,111,8157.541,7811.215,45.81575339,184.1842466,16,-0.323685007,0.323685007,0,0,1,0,-1,1,8159.761,7811.215,-5.581426514,5.449772242,0
2281,2,2,0,1,0,1,1,1,-1,24,35,1,0,0,0,-346.408,87,8179.256,7832.848,67.8710526,162.1289474,32,0.6892281,-0.6892281,0,0,1,0,0,0,8180.996,7832.848,-7.579184932,8.597868609,0
2331,2,3,0,1,1,1,2,2,1,24,36,0,0,1,0,-346.707,100,8183.674,7836.967,61.98969565,168.0103044,16,-0.36758481,0.36758481,1,0,0,1,0,0,8183.674,7838.967,8.108597336,-10.89771602,0
2365,2,3,0,1,1,1,2,2,2,24,37,0,0,1,0,-347.762,102,8190.861,7843.099,56.35785682,173.6421432,16,-0.351989927,0.351989927,1,0,0,1,-1,1,8190.861,7845.139,3.93193026,-6.69943893,0
2399,2,3,0,1,1,1,2,2,3,24,38,0,0,0,0,-348.088,138,8191.792,7843.704,50.96031635,179.0396837,16,-0.337346279,0.337346279,0,0,0,1,-2,2,8191.792,7846.464,0.443028253,-2.928544027,0
2419,2,3,0,1,1,1,2,2,4,24,39,2,0,0,0,-348.734,133,8193.059,7844.325,40.60517009,189.3948299,32,-0.323598321,0.323598321,0,0,0,1,-3,3,8193.059,7846.985,-3.007481942,0.456442351,0
2511,2,4,0,1,1,2,1,1,-1,25,39,0,0,0,0,-348.513,120,8194.226,7845.713,51.8360394,178.1639606,16,0.701929332,-0.701929332,0,0,1,0,0,0,8196.626,7845.713,-11.03587883,7.835639895,0
2527,2,4,0,1,1,2,1,1,-2,26,39,0,0,0,0,-345.649,118,8206.741,7861.092,62.62309483,167.3769052,16,0.674190964,-0.674190964,0,0,1,0,1,-1,8209.101,7861.092,-4.155395347,-0.690556886,0
2551,2,4,0,1,1,2,1,1,-3,27,39,0,0,0,0,-345.218,120,8211.063,7865.845,72.96461428,157.0353857,16,0.646344966,-0.646344966,0,0,1,0,2,-2,8213.463,7865.845,2.044188522,-7.810835073,0
2567,2,4,0,1,1,2,1,1,-4,28,39,1,0,0,1,-345.454,78,8216.996,7871.542,92.76238186,137.2376181,32,0.618680237,-0.618680237,0,1,1,0,3,-3,8218.556,7871.542,7.613950007,-13.68938048,0
2608,2,5,0,1,2,2,2,1,-5,29,39,0,0,0,1,-346.502,101,8248.433,7901.931,101.7809047,128.2190953,16,0.563657679,-0.563657679,0,1,0,1,4,-4,8248.433,7903.951,20.90233141,-27.34379763,0
2653,2,5,0,1,2,2,2,2,1,29,40,0,0,0,0,-348.325,127,8253.803,7905.478,94.38849426,135.6115057,16,-0.462025654,0.462025654,0,0,0,1,0,0,8253.803,7908.018,25.6909068,-27.61205464,0
2690,2,5,0,1,2,2,2,1,-1,30,40,0,0,0,1,-352.237,116,8270.518,7918.281,103.33326,126.66674,16,0.559047857,-0.559047857,0,1,0,1,0,0,8270.518,7920.601,18.14486819,-20.96390604,0
2718,2,5,0,1,2,2,2,2,1,30,41,0,0,1,0,-352.286,93,8275.356,7923.07,95.86972689,134.1302731,16,-0.466470817,0.466470817,1,0,0,1,0,0,8275.356,7924.93,22.34653524,-22.63827622,0
2754,2,5,0,1,2,2,2,2,2,30,42,0,0,0,0,-352.579,130,8276.778,7924.199,88.74716449,141.2528355,16,-0.44516015,0.44516015,0,0,0,1,-1,1,8276.778,7926.799,15.86770879,-16.45510595,0
2775,2,5,0,1,2,2,2,2,3,30,43,2,0,0,0,-353.965,99,8294.955,7940.99,75.14689913,154.8531009,32,-0.425008293,0.425008293,0,0,0,1,-2,2,8294.955,7942.97,9.651116821,-10.91086125,0
2880,2,6,0,1,2,3,1,2,4,30,44,0,0,1,0,-347.805,98,8315.256,7967.451,68.95066844,161.0493316,16,-0.387264418,0.387264418,1,0,1,0,-3,3,8317.216,7967.451,-2.377692332,-0.245735644,0
2920,2,6,0,1,2,3,1,1,-1,31,44,0,0,0,0,-348.357,130,8318.192,7969.835,79.02300471,150.9769953,16,0.629521017,-0.629521017,0,0,1,0,0,0,8320.792,7969.835,-4.239829025,4.435590483,0
2956,2,6,0,1,2,3,1,2,1,31,45,0,0,0,0,-346.188,88,8337.796,7991.608,72.65651899,157.343481,16,-0.397905357,0.397905357,0,0,1,0,0,0,8339.556,7991.608,1.315617258,-2.902408837,0
2999,2,6,0,1,2,3,1,2,2,31,46,0,0,0,0,-345.728,122,8350.284,8004.556,66.56878607,163.4312139,16,-0.380483307,0.380483307,0,0,1,0,-1,1,8352.724,8004.556,-2.054692025,1.740157261,0
3036,2,6,0,1,2,3,1,2,3,31,47,2,0,1,0,-336.866,94,8459.292,8122.426,54.91738005,175.0826199,32,-0.364106438,0.364106438,1,0,1,0,-2,2,8461.172,8122.426,-4.807114115,5.860658455,0
3142,2,7,0,1,2,4,2,1,-1,32,47,0,0,0,0,-342.023,90,8477.195,8135.172,65.57899502,164.421005,16,0.666350935,-0.666350935,0,0,0,1,0,0,8477.195,8136.972,-11.28452519,15.31281057,0
3182,2,7,0,1,2,4,2,2,1,32,48,0,0,0,0,-342.487,126,8478.635,8136.148,59.79544081,170.2045592,16,-0.361472138,0.361472138,0,0,0,1,0,0,8478.635,8138.668,-3.072416223,8.272266902,0
3206,2,7,0,1,2,4,2,2,2,32,49,0,0,0,0,-347.005,120,8499.83,8152.825,54.25544812,175.7445519,16,-0.346249543,0.346249543,0,0,0,1,-1,1,8499.83,8155.225,-6.607481423,10.43323468,0
3235,2,7,0,1,2,4,2,2,3,32,50,0,0,0,0,-347.483,131,8500.89,8153.407,48.94413753,181.0558625,16,-0.331956912,0.331956912,0,0,0,1,-2,2,8500.89,8156.027,-9.498930745,12.37228409,0
3262,2,7,0,1,2,4,2,2,4,32,51,2,0,1,0,-348.701,103,8514.151,8165.45,38.75090422,191.2490958,32,-0.318538541,0.318538541,1,0,0,1,-3,3,8514.151,8167.51,-11.83583652,14.11269896,0
3394,2,8,0,1,2,5,1,2,5,32,52,0,0,0,0,-345.982,119,8530.225,8184.243,34.05292858,195.9470714,16,-0.293623477,0.293623477,0,0,1,0,-4,4,8532.605,8184.243,-18.25764003,19.94550593,0
3420,2,8,0,1,2,5,1,1,-1,33,52,0,0,0,0,-342.703,91,8539.327,8196.624,45.53242006,184.4675799,16,0.717468217,-0.717468217,0,0,1,0,0,0,8541.147,8196.624,-18.36648947,21.54623809,0
3450,2,8,0,1,2,5,1,1,-2,34,52,0,0,0,1,-339.818,99,8550.236,8210.418,56.57124189,173.4287581,16,0.689926364,-0.689926364,0,1,1,0,1,-1,8552.216,8210.418,-10.78162589,11.63705007,0
3502,2,8,0,1,2,5,1,1,-3,35,52,0,0,0,0,-334.241,119,8563.877,8229.636,67.16491108,162.8350889,16,0.662104324,-0.662104324,0,0,1,0,2,-2,8566.257,8229.636,-3.934362975,4.414072281,0
3524,2,8,0,1,2,5,1,1,-4,36,52,1,0,0,0,-333.821,103,8568.885,8235.064,87.46260839,142.5373916,32,0.634303041,-0.634303041,0,0,1,0,3,-3,8570.945,8235.064,2.226086947,-2.696774487,0
3585,2,9,0,1,3,5,2,2,1,36,53,0,0,0,0,-334.089,133,8569.92,8235.831,80.72023588,149.2797641,16,-0.421398282,0.421398282,0,0,0,1,0,0,8569.92,8238.491,16.26645799,-18.73664059,0
3618,2,9,0,1,3,5,2,2,2,36,54,0,0,0,0,-338.017,131,8600.945,8262.928,74.27870121,155.7212988,16,-0.402595917,0.402595917,0,0,0,1,-1,1,8600.945,8265.548,10.18487933,-13.40603274,0
3651,2,9,0,1,3,5,2,1,-1,37,54,0,0,0,0,-339.862,103,8642.163,8302.301,84.1203769,145.8796231,16,0.615104731,-0.615104731,0,0,0,1,0,0,8642.163,8304.361,5.061917557,-8.625857814,0
3709,2,9,0,1,3,5,2,2,1,37,55,0,0,1,0,-341.176,99,8648.753,8307.577,77.52764508,152.4723549,16,-0.412045739,0.412045739,1,0,0,1,0,0,8648.753,8309.557,11.03033544,-12.78362449,0
3745,2,9,0,1,3,5,2,1,-1,38,55,0,0,0,1,-343.313,0,8661.11,8317.797,87.22703465,142.7729654,16,0.606211848,-0.606211848,0,2,0,1,0,0,8661.11,8317.797,6.275767433,-8.143589495,0
3790,2,9,0,1,3,5,2,2,1,38,56,2,2,0,0,-343.545,131,8661.96,8318.415,67.03165174,162.9683483,48,-0.420737144,0.420737144,0,0,0,1,0,0,8661.96,8321.035,12.02191839,-10.25935213,0
4019,3,1,0,2,0,0,1,2,2,38,57,0,0,1,0,-341.093,94,8671.076,8329.983,61.18619327,168.8138067,16,-0.365341154,0.365341154,1,0,1,0,-1,1,8672.956,8329.983,-7.067277198,5.490198425,0
4069,3,1,0,2,0,0,1,1,-1,39,57,0,0,0,0,-338.887,125,8681.522,8342.635,71.58806823,158.4119318,16,0.650117185,-0.650117185,0,0,1,0,0,0,8684.022,8342.635,-8.52019468,8.989479478,0
4091,3,1,0,2,0,0,1,1,-2,40,57,0,0,0,0,-337.357,92,8688.995,8351.638,81.54665924,148.4533408,16,0.622411938,-0.622411938,0,0,1,0,1,-1,8690.835,8351.638,-2.518397787,1.124038332,0
4135,3,1,0,2,0,0,1,1,-3,41,57,0,0,0,0,-336.095,128,8702.647,8366.552,91.068477,138.931523,16,0.59511361,-0.59511361,0,0,1,0,2,-2,8705.207,8366.552,2.883344117,-5.432154491,0
4162,3,1,0,2,0,0,1,1,-4,42,57,1,0,0,0,-331.357,91,8739.351,8407.994,109.2588131,120.7411869,32,0.568448003,-0.568448003,0,0,1,0,3,-3,8741.171,8407.994,7.72614886,-10.83196473,0
4238,3,2,0,2,1,0,2,2,1,42,58,0,0,0,0,-330.769,119,8766.09,8435.321,101.5231083,128.4768917,16,-0.483481549,0.483481549,0,0,0,1,0,0,8766.09,8437.701,19.67440202,-24.30274679,0
4286,3,2,0,2,1,0,2,2,2,42,59,0,0,0,0,-331.233,125,8767.18,8435.947,94.1425,135.8575,16,-0.46128802,0.46128802,0,0,0,1,-1,1,8767.18,8438.447,12.65577271,-17.9672336,0
4306,3,2,0,2,1,0,2,2,3,42,60,0,0,0,0,-329.753,117,8777.183,8447.43,87.09843429,142.9015657,16,-0.440254107,0.440254107,0,0,0,1,-2,2,8777.183,8449.77,6.735925124,-12.28002141,0
4331,3,2,0,2,1,0,2,2,4,42,61,2,0,0,0,-330.054,131,8784.246,8454.192,73.6463912,156.3536088,32,-0.420376347,0.420376347,0,0,0,1,-3,3,8784.246,8456.812,1.780299326,-7.18486614,0
4367,3,3,0,2,1,1,1,1,-1,43,61,0,0,0,0,-330.112,126,8785.002,8454.89,83.51561944,146.4843806,16,0.616826765,-0.616826765,0,0,1,0,0,0,8787.522,8454.89,-9.06044566,3.016620471,0
4383,3,3,0,2,1,1,1,2,1,43,62,0,0,0,0,-327.777,119,8800.657,8472.88,76.94985931,153.0501407,16,-0.410360008,0.410360008,0,0,1,0,0,0,8803.037,8472.88,-3.308764729,-3.850944937,0
4418,3,3,0,2,1,1,1,1,-1,44,62,0,0,0,1,-331.412,94,8818.69,8487.278,86.67463821,143.3253618,16,0.607798681,-0.607798681,0,1,1,0,0,0,8820.57,8487.278,-6.197540849,0.897611087,0
4461,3,3,0,2,1,1,1,2,1,44,63,0,0,0,0,-327.54,87,8838.529,8510.989,79.96763084,150.0323692,16,-0.419187961,0.419187961,0,0,1,0,0,0,8840.269,8510.989,-0.815795629,-4.640604882,0
4511,3,3,0,2,1,1,1,1,-1,45,63,0,0,0,0,-327.071,119,8846.17,8519.099,89.55941128,140.4405887,16,0.599486278,-0.599486278,0,0,1,0,0,0,8848.55,8519.099,-4.013246439,0.270668483,0
4560,3,3,0,2,1,1,1,1,-2,46,63,1,0,0,0,-324.318,123,8849.823,8525.505,107.8859673,122.1140327,32,0.572704876,-0.572704876,0,0,1,0,1,-1,8852.283,8525.505,1.074318718,-6.113337145,0
4666,3,4,0,2,2,1,2,2,1,46,64,0,0,0,0,-324.888,130,8851.344,8526.456,100.2133976,129.7866024,16,-0.479535607,0.479535607,0,0,0,1,0,0,8851.344,8529.056,13.33366747,-20.53138579,0
4688,3,4,0,2,2,1,2,2,2,46,65,0,0,0,0,-328.069,93,8876.442,8548.373,92.89270603,137.107294,16,-0.457543223,0.457543223,0,0,0,1,-1,1,8876.442,8550.233,7.016231974,-14.63262947,0
4706,3,4,0,2,2,1,2,2,3,46,66,0,0,0,0,-333.602,130,8890.783,8557.181,85.90532397,144.094676,16,-0.436711379,0.436711379,0,0,0,1,-2,2,8890.783,8559.781,1.729787572,-9.3428578,0
4730,3,4,0,2,2,1,2,2,4,46,67,2,0,0,0,-334.172,127,8896.802,8562.63,72.56026494,157.4397351,32,-0.417033095,0.417033095,0,0,0,1,-3,3,8896.802,8565.17,-2.659343537,-4.602968516,0
4756,3,5,0,2,2,2,1,2,5,46,68,0,0,1,0,-331.734,88,8906.519,8574.785,66.47671087,163.5232891,16,-0.38022213,0.38022213,1,0,1,0,-4,4,8908.279,8574.785,-12.94159202,5.236287292,0
4788,3,5,0,2,2,2,1,1,-1,47,68,0,0,0,1,-328.441,91,8993.466,8665.025,76.65493429,153.3450657,16,0.636138964,-0.636138964,0,1,1,0,0,0,8995.286,8665.025,-13.43102174,9.274245754,0
4871,3,5,0,2,2,2,1,2,1,47,69,0,0,1,0,-328.324,92,9025.428,8697.104,70.39265892,159.6073411,16,-0.39139221,0.39139221,1,0,1,0,0,0,9027.268,8697.104,-7.174286235,2.715937157,0
4926,3,5,0,2,2,2,1,2,2,47,70,0,0,0,0,-331.876,130,9068.449,8736.573,64.40291305,165.597087,16,-0.374359117,0.374359117,0,0,1,0,-1,1,9071.049,8736.573,-8.822433449,6.55052845,0
4993,3,5,0,2,2,2,1,1,-1,48,70,0,0,0,0,-330.007,119,9082.526,8752.519,74.66926768,155.3307323,16,0.641647165,-0.641647165,0,0,1,0,0,0,9084.906,8752.519,-10.68014236,9.947292757,0
5036,3,5,0,2,2,2,1,2,1,48,71,2,0,0,0,-334.342,125,9153.596,8819.254,62.3185354,167.6814646,32,-0.385960384,0.385960384,0,0,1,0,0,0,9156.096,8819.254,-4.692372095,2.243418462,0
5159,3,6,0,2,2,3,2,1,-1,49,71,0,0,0,1,-332.494,96,9174.56,8842.066,72.67287221,157.3271278,16,0.647146051,-0.647146051,0,1,0,1,0,0,9174.56,8843.986,-12.34531814,12.21377942,0
5196,3,6,0,2,2,3,2,2,1,49,72,0,0,1,0,-332.12,96,9186.836,8854.716,66.58442922,163.4155708,16,-0.380527687,0.380527687,1,0,0,1,0,0,9186.836,8856.636,-4.517140646,7.005920492,0
5237,3,6,0,2,2,3,2,2,2,49,73,0,0,0,0,-334.043,109,9194.765,8860.722,60.75805901,169.241941,16,-0.364148138,0.364148138,0,0,0,1,-1,1,9194.765,8862.902,-7.307956475,9.278000152,0
5261,3,6,0,2,2,3,2,2,3,49,74,0,0,0,0,-333.069,132,9211.507,8878.438,55.17785973,174.8221403,16,-0.348762455,0.348762455,0,0,0,1,-2,2,9211.507,8881.078,-10.15269267,11.32351261,0
5292,3,6,0,2,2,3,2,2,4,49,75,2,0,1,0,-308.617,101,9313.117,9004.5,44.47974355,185.5202565,32,-0.334316131,0.334316131,1,0,0,1,-3,3,9313.117,9006.52,-12.43363827,13.15938086,0
5379,3,7,0,2,2,4,1,2,5,49,76,0,0,1,0,-308.442,125,9330.852,9022.41,39.55995242,190.4400476,16,-0.307486946,0.307486946,1,0,1,0,-4,4,9333.352,9022.41,-19.00317888,19.26866121,0
5413,3,7,0,2,2,4,1,2,6,49,77,0,0,0,0,-309.618,118,9340.099,9030.481,34.8310069,195.1689931,16,-0.295559095,0.295559095,0,0,1,0,-5,5,9342.459,9030.481,-18.46246693,20.9435855,0
5448,3,7,0,2,2,4,1,1,-1,50,77,0,0,0,0,-301.298,88,9378.805,9077.507,46.28138832,183.7186117,16,0.715648839,-0.715648839,0,0,1,0,0,0,9380.565,9077.507,-18.30642737,22.41533637,0
5512,3,7,0,2,2,4,1,2,1,50,78,0,0,0,0,-297.828,82,9407.569,9109.741,41.29064734,188.7093527,16,-0.311921312,0.311921312,0,0,1,0,0,0,9409.209,9109.741,-11.12264974,12.83820187,0
5573,3,7,0,2,2,4,1,2,2,50,79,2,0,1,0,-300.704,94,9423.76,9123.056,31.6994645,198.3005355,32,-0.299724464,0.299724464,1,0,1,0,-1,1,9425.64,9123.056,-12.33793249,14.74529388,0
5702,3,8,0,2,2,5,2,2,3,50,80,0,0,1,0,-301.991,103,9443.586,9141.595,27.2663145,202.7336855,16,-0.277071875,0.277071875,1,0,0,1,-2,2,9443.586,9143.655,-16.75584885,21.2370042,0
5740,3,8,0,2,2,5,2,2,4,50,81,0,0,0,0,-307.065,91,9489.08,9182.015,22.9948604,207.0051396,16,-0.266965881,0.266965881,0,0,0,1,-3,3,9489.08,9183.835,-17.19828037,21.42530308,0
5799,3,8,0,2,2,5,2,2,5,50,82,0,0,0,0,-307.8,132,9517.008,9209.208,18.87561034,211.1243897,16,-0.257453129,0.257453129,0,0,0,1,-4,4,9517.008,9211.848,-17.85931932,21.59898669,0
5837,3,8,0,2,2,5,2,1,-1,51,82,0,0,0,1,-309.953,93,9522.259,9212.306,30.89974351,199.1002565,16,0.751508323,-0.751508323,0,1,0,1,0,0,9522.259,9214.166,-18.2729228,21.76014081,0
5874,3,8,0,2,2,5,2,2,1,51,83,2,2,0,0,-315.363,110,9548.858,9233.495,17.68863393,212.3113661,48,-0.27523145,0.27523145,0,0,0,1,0,0,9548.858,9235.695,-8.954165253,15.13097276,0
0,1,1,0,0,0,0,1,1,-1,1,0,0,0,0,1,-315.473,86,9552.979,9237.506,29.75345793,200.2465421,16,0.7540515,-0.7540515,0,1,1,0,0,0,9554.699,9237.506,-19.60518273,23.09009218,0
41,1,1,0,0,0,0,1,1,-2,2,0,0,0,0,1,-315.908,92,9557.291,9241.383,41.39175029,188.6082497,16,0.727393272,-0.727393272,0,1,1,0,1,-1,9559.131,9241.383,-12.0874429,14.3799051,0
69,1,1,0,0,0,0,1,1,-3,3,0,0,0,0,0,-317.285,102,9567.337,9250.052,52.59224901,177.407751,16,0.70003117,-0.70003117,0,0,1,0,2,-2,9569.377,9250.052,-5.260222524,7.028588668,0
89,1,1,0,0,0,0,1,1,-4,4,0,1,0,0,0,-317.284,120,9573.499,9256.215,74.10507118,155.8949288,32,0.672275693,-0.672275693,0,0,1,0,3,-3,9575.899,9256.215,0.918375787,-0.273296108,0
162,1,2,0,0,1,0,2,2,1,4,1,0,0,0,0,-318.053,112,9576.841,9258.788,67.95431733,162.0456827,16,-0.384422116,0.384422116,0,0,0,1,0,0,9576.841,9261.028,15.51544253,-17.09705547,0
190,1,2,0,0,1,0,2,2,2,4,2,0,0,0,0,-322.221,123,9588.815,9266.594,62.06939437,167.9306056,16,-0.367807685,0.367807685,0,0,0,1,-1,1,9588.815,9269.054,10.14504891,-12.48272212,0
229,1,2,0,0,1,0,2,2,3,4,3,0,0,1,0,-324.673,123,9605.061,9280.388,56.43420644,173.5657936,16,-0.352199246,0.352199246,1,0,0,1,-2,2,9605.061,9282.848,5.610881494,-8.325878232,0
253,1,2,0,0,1,0,2,2,4,4,4,2,0,1,0,-325.88,104,9618.889,9293.009,45.6328367,184.3671633,32,-0.337542804,0.337542804,1,0,0,1,-3,3,9618.889,9295.089,2.393504399,-4.585449816,0
297,1,3,0,0,1,1,1,1,-1,5,4,0,0,0,0,-325.841,100,9625.027,9299.186,56.66770055,173.3322995,16,0.68967899,-0.68967899,0,0,1,0,0,0,9627.027,9299.186,-5.668782982,3.308282339,0
329,1,3,0,0,1,1,1,1,-2,6,4,0,0,0,0,-324.493,114,9627.954,9303.461,67.25739385,162.7426061,16,0.661855831,-0.661855831,0,0,1,0,1,-1,9630.234,9303.461,-0.050692851,-3.995109235,0
359,1,3,0,0,1,1,1,1,-3,7,4,0,0,0,1,-325.026,95,9637.711,9312.685,77.40229024,152.5977098,16,0.634056024,-0.634056024,0,1,1,0,2,-2,9639.611,9312.685,5.036825271,-10.04872264,0
390,1,3,0,0,1,1,1,1,-4,8,4,1,0,0,0,-325.384,117,9663.002,9337.618,96.8120923,133.1879077,32,0.606556315,-0.606556315,0,0,1,0,3,-3,9665.342,9337.618,9.624779167,-13.94332694,0
504,1,4,0,0,2,1,2,1,-5,9,4,0,0,0,0,-327.251,108,9672.404,9345.153,105.6466293,124.3533707,16,0.552158564,-0.552158564,0,0,0,1,4,-4,9672.404,9347.313,21.88090488,-27.72150365,0
533,1,4,0,0,2,1,2,1,-6,10,4,0,0,0,1,-327.153,0,9673.344,9346.191,114.0769522,115.9230478,16,0.52689518,-0.52689518,0,2,0,1,5,-5,9673.344,9346.191,25.9332711,-28.30245626,0
571,1,4,0,0,2,1,2,2,1,10,5,0,0,1,0,-326.965,128,9692.124,9365.159,106.1194597,123.8805403,16,-0.49734328,0.49734328,1,0,0,1,0,0,9692.124,9367.719,29.482724,-26.73493263,0
603,1,4,0,0,2,1,2,2,2,10,6,0,0,0,0,-328.112,122,9703.022,9374.91,98.52806784,131.4719322,16,-0.474461993,0.474461993,0,0,0,1,-1,1,9703.022,9377.35,22.4556948,-20.33720821,0
625,1,4,0,0,2,1,2,1,-1,11,6,0,0,0,1,-332.65,112,9725.485,9392.835,107.2843631,122.7156369,16,0.547268456,-0.547268456,0,1,0,1,0,0,9725.485,9395.075,15.70417773,-14.58405411,0
675,1,4,0,0,2,1,2,2,1,11,7,0,0,1,0,-328.107,127,9764.125,9436.018,99.63944788,130.3605521,16,-0.477807203,0.477807203,1,0,0,1,0,0,9764.125,9438.558,19.51879872,-16.30584392,0
723,1,4,0,0,2,1,2,2,2,11,8,0,0,0,0,-328.864,125,9770.229,9441.365,92.34498964,137.6550104,16,-0.45590364,0.45590364,0,0,0,1,-1,1,9770.229,9443.865,13.67016988,-11.11875845,0
750,1,4,0,0,2,1,2,1,-1,12,8,0,0,0,0,-327.918,121,9785.797,9457.879,101.3824167,128.6175833,16,0.564839194,-0.564839194,0,0,0,1,0,0,9785.797,9460.299,7.99286069,-6.452140749,0
811,1,4,0,0,2,1,2,2,1,12,9,0,0,0,0,-328.041,126,9786.863,9458.822,94.00824827,135.9917517,16,-0.460885529,0.460885529,0,0,0,1,0,0,9786.863,9461.342,12.72992891,-10.00346173,0
832,1,4,0,0,2,1,2,2,2,12,10,2,0,1,0,-328.152,101,9802.056,9473.904,79.93230421,150.0676958,32,-0.439873252,0.439873252,1,0,0,1,-1,1,9802.056,9475.924,6.939810027,-5.579220189,0
881,1,5,0,0,2,2,1,1,-1,13,10,0,0,0,0,-326.765,97,9805.383,9478.618,89.52564703,140.474353,16,0.599583926,-0.599583926,0,0,1,0,0,0,9807.323,9478.618,-4.211868858,4.303407703,0
900,1,5,0,0,2,2,1,1,-2,14,10,0,0,0,0,-326.334,104,9812.52,9486.186,98.69044703,131.309553,16,0.5728,-0.5728,0,0,1,0,1,-1,9814.6,9486.186,0.532200732,-2.120502859,0
917,1,5,0,0,2,2,1,1,-3,15,10,0,0,0,1,-323.017,130,9834.433,9511.416,107.4393307,122.5606693,16,0.546805227,-0.546805227,0,1,1,0,2,-2,9837.033,9511.416,4.810671548,-7.426983465,0
947,1,5,0,0,2,2,1,1,-4,16,10,1,0,0,0,-320.877,114,9841.235,9520.358,124.1352547,105.8647453,32,0.521747626,-0.521747626,0,0,1,0,3,-3,9843.515,9520.358,8.652217267,-10.84072737,0
1048,1,6,0,0,3,2,2,1,-5,17,10,0,0,0,0,-323,120,9848.06,9525.06,131.714948,98.28505198,16,0.473730834,-0.473730834,0,0,0,1,4,-4,9848.06,9527.46,19.09849235,-22.74735288,0
1065,1,6,0,0,3,2,2,2,1,17,11,0,0,0,0,-325.369,124,9855.11,9529.741,122.9475629,107.0524371,16,-0.547961568,0.547961568,0,0,0,1,0,0,9855.11,9532.221,22.49000743,-23.29539575,0
1082,1,6,0,0,3,2,2,1,-1,18,11,0,0,0,1,-326.263,127,9857.645,9531.382,130.5818193,99.41818073,16,0.477141021,-0.477141021,0,1,0,1,0,0,9857.645,9533.922,14.89413811,-16.91967803,0
1123,1,6,0,0,3,2,2,1,-2,19,11,0,0,0,0,-327.593,96,9876.26,9548.667,137.8661682,92.13383182,16,0.455271807,-0.455271807,0,0,0,1,1,-1,9876.26,9550.587,18.05977799,-17.9584299,0
1185,1,6,0,0,3,2,2,2,1,19,12,0,0,0,0,-335.912,111,9898.113,9562.201,128.8191819,101.1808181,16,-0.56543664,0.56543664,0,0,0,1,0,0,9898.113,9564.421,20.85271099,-19.35645837,0
1219,1,6,0,0,3,2,2,2,2,19,13,0,0,0,0,-332.532,89,9916.556,9584.024,120.1841241,109.8158759,16,-0.539691115,0.539691115,0,0,0,1,-1,1,9916.556,9585.804,13.26545554,-13.25712991,0
1271,1,6,0,0,3,2,2,2,3,19,14,0,0,0,0,-334.432,132,9920.773,9586.341,111.9454572,118.0545428,16,-0.514916681,0.514916681,0,0,0,1,-2,2,9920.773,9588.981,6.88647878,-7.77189359,0
1292,1,6,0,0,3,2,2,1,-1,20,14,0,0,0,1,-336.306,0,9928.697,9592.391,120.0861096,109.9138904,16,0.508790775,-0.508790775,0,2,0,1,0,0,9928.697,9592.391,1.562590374,-2.843275066,0
1332,1,6,0,0,3,2,2,2,1,20,15,0,0,0,0,-340.531,118,9944.741,9604.21,111.8519525,118.1480475,16,-0.514634819,0.514634819,0,0,0,1,0,0,9944.741,9606.57,6.347266493,-4.607422032,0
1360,1,6,0,0,3,2,2,2,2,20,16,2,0,0,0,-341.401,121,9953.051,9611.65,96.14186667,133.8581333,32,-0.490940183,0.490940183,0,0,0,1,-1,1,9953.051,9614.07,0.72008228,-0.370823852,0
1396,1,7,0,0,3,3,1,1,-1,21,16,0,0,0,0,-341.166,102,9962.29,9621.124,105.0069204,124.9930796,16,0.554065859,-0.554065859,0,0,1,0,0,0,9964.33,9621.124,-11.79165944,10.03055457,0
1417,1,7,0,0,3,3,1,2,1,21,17,0,0,0,0,-338.643,111,9971.671,9633.028,97.46661179,132.5333882,16,-0.471269289,0.471269289,0,0,1,0,0,0,9973.891,9633.028,-6.672888279,3.538949757,0
1441,1,7,0,0,3,3,1,1,-1,22,17,0,0,0,0,-338.857,120,9972.991,9634.134,106.2713235,123.7286765,16,0.550294482,-0.550294482,0,0,1,0,0,0,9975.391,9634.134,-9.353637633,7.849871972,0
1458,1,7,0,0,3,3,1,2,1,22,18,0,0,1,0,-339.8,121,9986.141,9646.341,98.67295596,131.327044,16,-0.474897971,0.474897971,1,0,1,0,0,0,9988.561,9646.341,-4.509339885,1.618229238,0
1482,1,7,0,0,3,3,1,1,-1,23,18,0,0,0,0,-342.205,107,9994.173,9651.968,107.422638,122.577362,16,0.546855129,-0.546855129,0,0,1,0,0,0,9996.313,9651.968,-6.639532168,6.153137117,0
1505,1,7,0,0,3,3,1,2,1,23,19,0,0,0,0,-342.554,79,10010.713,9668.159,99.7713673,130.2286327,16,-0.47820442,0.47820442,0,0,1,0,0,0,10012.293,9668.159,-2.09832285,0.131386927,0
1546,1,7,0,0,3,3,1,2,2,23,20,0,0,1,0,-339.124,101,10018.375,9679.251,92.47088079,137.5291192,16,-0.456280407,0.456280407,1,0,1,0,-1,1,10020.395,9679.251,-5.27416618,4.841071162,0
