match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server1,server,receiver,serve_no,point_victor,consecutive_victories,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,distance_difference_p2_p1,rally_count,speed_mph,serve_width,serve_depth,return_depth
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,697,1,4,18,0,0,1,2,0,0,1,Carlos Alcaraz,Nicolas Jarry,1,1,-1,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-399.929,1,122,C,NCTL,ND
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,713,1,4,19,0,0,1,2,15,0,1,Carlos Alcaraz,Nicolas Jarry,1,1,-2,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-399.579,1,120,W,CTL,
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,727,1,4,20,0,0,1,2,30,0,1,Carlos Alcaraz,Nicolas Jarry,2,1,-3,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-397.529,1,93,C,NCTL,ND
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,756,1,4,21,0,0,1,2,40,0,1,Carlos Alcaraz,Nicolas Jarry,1,2,1,11,10,0,0,0,0,0,1,B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-394.956,4,123,C,NCTL,ND
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,784,1,4,22,0,0,1,2,40,15,1,Carlos Alcaraz,Nicolas Jarry,2,1,-1,12,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-382.069,7,92,C,NCTL,D
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,838,1,5,23,0,0,2,2,0,0,2,Nicolas Jarry,Carlos Alcaraz,2,2,1,12,11,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-384.208,3,105,BC,NCTL,ND
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,874,1,5,24,0,0,2,2,0,15,2,Nicolas Jarry,Carlos Alcaraz,1,2,2,12,12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-384.463,1,126,W,CTL,
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,893,1,5,25,0,0,2,2,0,30,2,Nicolas Jarry,Carlos Alcaraz,2,2,3,12,13,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-385.431,3,102,BW,NCTL,ND
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,926,1,5,26,0,0,2,2,0,40,2,Nicolas Jarry,Carlos Alcaraz,1,2,4,12,14,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-386.447,1,130,C,NCTL,
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,1019,1,6,27,0,0,2,3,0,0,1,Carlos Alcaraz,Nicolas Jarry,2,2,5,12,15,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-386.589,0,,C,CTL,D
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,1043,1,6,28,0,0,2,3,0,15,1,Carlos Alcaraz,Nicolas Jarry,1,1,-1,13,15,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-386.099,3,128,BW,NCTL,ND
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,1067,1,6,29,0,0,2,3,15,15,1,Carlos Alcaraz,Nicolas Jarry,1,2,1,13,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-385.127,6,118,W,CTL,ND
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,1099,1,6,30,0,0,2,3,15,30,1,Carlos Alcaraz,Nicolas Jarry,2,2,2,13,17,0,0,0,0,0,1,B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-385.156,16,91,BW,NCTL,ND
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,1186,1,6,31,0,0,2,3,15,40,1,Carlos Alcaraz,Nicolas Jarry,1,1,-1,14,17,0,0,0,0,1,0,B,0,0,0,0,1,0,1,0,0,1,0,0,0,1,-378.25,7,125,B,CTL,ND
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,1233,1,6,32,0,0,2,3,30,40,1,Carlos Alcaraz,Nicolas Jarry,1,1,-2,15,17,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-378.046,1,132,W,CTL,
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,1254,1,6,33,0,0,2,3,40,40,1,Carlos Alcaraz,Nicolas Jarry,2,1,-3,16,17,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-348.306,9,92,BC,NCTL,D
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,1311,1,6,34,0,0,2,3,50,40,1,Carlos Alcaraz,Nicolas Jarry,2,2,1,16,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-347.114,2,89,W,NCTL,ND
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,1365,1,6,35,0,0,2,3,40,40,1,Carlos Alcaraz,Nicolas Jarry,2,1,-1,17,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-346.636,1,107,W,CTL,
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,1421,1,6,36,0,0,2,3,50,40,1,Carlos Alcaraz,Nicolas Jarry,1,2,1,17,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-346.216,2,120,BW,CTL,ND
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,1445,1,6,37,0,0,2,3,40,40,1,Carlos Alcaraz,Nicolas Jarry,2,2,2,17,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-345.508,4,102,BW,NCTL,ND
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,1486,1,6,38,0,0,2,3,40,50,1,Carlos Alcaraz,Nicolas Jarry,2,2,3,17,21,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,-344.68,4,82,BW,NCTL,D
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,1538,1,7,39,0,0,2,4,0,0,2,Nicolas Jarry,Carlos Alcaraz,1,1,-1,18,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-354.983,12,131,BC,NCTL,D
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,1579,1,7,40,0,0,2,4,15,0,2,Nicolas Jarry,Carlos Alcaraz,1,2,1,18,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-358.142,1,126,C,CTL,ND
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,1603,1,7,41,0,0,2,4,15,15,2,Nicolas Jarry,Carlos Alcaraz,1,2,2,18,23,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-358.621,1,115,W,CTL,
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,1626,1,7,42,0,0,2,4,15,30,2,Nicolas Jarry,Carlos Alcaraz,1,2,3,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-359.779,1,126,C,NCTL,ND
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,1664,1,7,43,0,0,2,4,15,40,2,Nicolas Jarry,Carlos Alcaraz,1,2,4,18,25,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-360.184,1,134,C,NCTL,
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,1770,1,8,44,0,0,2,5,0,0,1,Carlos Alcaraz,Nicolas Jarry,1,2,5,18,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-356.56,8,127,C,NCTL,D
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,1802,1,8,45,0,0,2,5,0,15,1,Carlos Alcaraz,Nicolas Jarry,1,1,-1,19,26,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-356.246,1,125,W,CTL,
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,1820,1,8,46,0,0,2,5,15,15,1,Carlos Alcaraz,Nicolas Jarry,2,2,1,19,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-354.337,2,97,BC,NCTL,D
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,1851,1,8,47,0,0,2,5,15,30,1,Carlos Alcaraz,Nicolas Jarry,1,2,2,19,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-351.948,2,124,C,CTL,D
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,1884,1,8,48,0,0,2,5,15,40,1,Carlos Alcaraz,Nicolas Jarry,1,1,-1,20,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-350.886,1,112,W,NCTL,ND
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,1902,1,8,49,0,0,2,5,30,40,1,Carlos Alcaraz,Nicolas Jarry,2,2,1,20,29,2,2,0,0,0,1,F,0,0,0,0,0,1,0,1,0,1,0,1,0,0,-349.794,4,96,B,NCTL,D
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,2042,2,1,50,0,1,0,0,0,0,2,Nicolas Jarry,Carlos Alcaraz,1,2,2,20,30,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-350.364,1,119,W,CTL,
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,2060,2,1,51,0,1,0,0,0,15,2,Nicolas Jarry,Carlos Alcaraz,1,2,3,20,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-351.058,1,126,C,CTL,
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,2080,2,1,52,0,1,0,0,0,30,2,Nicolas Jarry,Carlos Alcaraz,1,2,4,20,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-351.566,1,118,BW,NCTL,ND
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,2099,2,1,53,0,1,0,0,0,40,2,Nicolas Jarry,Carlos Alcaraz,1,2,5,20,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-353.192,1,126,C,NCTL,ND
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,2144,2,2,54,0,1,0,1,0,0,1,Carlos Alcaraz,Nicolas Jarry,1,1,-1,21,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-351.948,1,123,BC,NCTL,D
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,2162,2,2,55,0,1,0,1,15,0,1,Carlos Alcaraz,Nicolas Jarry,2,1,-2,22,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-352.701,1,85,W,CTL,D
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,2189,2,2,56,0,1,0,1,30,0,1,Carlos Alcaraz,Nicolas Jarry,2,1,-3,23,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-350.275,3,92,C,NCTL,D
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,2220,2,2,57,0,1,0,1,40,0,1,Carlos Alcaraz,Nicolas Jarry,1,2,1,23,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-350.419,2,126,W,CTL,ND
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,2241,2,2,58,0,1,0,1,40,15,1,Carlos Alcaraz,Nicolas Jarry,1,2,2,23,35,0,0,0,0,0,1,B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-346.326,4,111,W,CTL,ND
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,2281,2,2,59,0,1,0,1,40,30,1,Carlos Alcaraz,Nicolas Jarry,2,1,-1,24,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-346.408,5,87,BW,NCTL,D
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,2331,2,3,60,0,1,1,1,0,0,2,Nicolas Jarry,Carlos Alcaraz,2,2,1,24,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-346.707,1,100,BC,NCTL,ND
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,2365,2,3,61,0,1,1,1,0,15,2,Nicolas Jarry,Carlos Alcaraz,2,2,2,24,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-347.762,1,102,B,NCTL,ND
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,2399,2,3,62,0,1,1,1,0,30,2,Nicolas Jarry,Carlos Alcaraz,1,2,3,24,38,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-348.088,1,138,C,CTL,
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,2419,2,3,63,0,1,1,1,0,40,2,Nicolas Jarry,Carlos Alcaraz,1,2,4,24,39,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-348.734,1,133,W,CTL,
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,2511,2,4,64,0,1,1,2,0,0,1,Carlos Alcaraz,Nicolas Jarry,1,1,-1,25,39,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-348.513,1,120,C,NCTL,
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,2527,2,4,65,0,1,1,2,15,0,1,Carlos Alcaraz,Nicolas Jarry,1,1,-2,26,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-345.649,3,118,C,NCTL,ND
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,2551,2,4,66,0,1,1,2,30,0,1,Carlos Alcaraz,Nicolas Jarry,1,1,-3,27,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-345.218,1,120,BW,NCTL,D
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,2567,2,4,67,0,1,1,2,40,0,1,Carlos Alcaraz,Nicolas Jarry,2,1,-4,28,39,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-345.454,1,78,BW,NCTL,ND
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,2608,2,5,68,0,1,2,2,0,0,2,Nicolas Jarry,Carlos Alcaraz,2,1,-5,29,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-346.502,8,101,BC,NCTL,ND
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,2653,2,5,69,0,1,2,2,15,0,2,Nicolas Jarry,Carlos Alcaraz,1,2,1,29,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-348.325,1,127,C,NCTL,D
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,2690,2,5,70,0,1,2,2,15,15,2,Nicolas Jarry,Carlos Alcaraz,1,1,-1,30,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-352.237,2,116,W,CTL,D
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,2718,2,5,71,0,1,2,2,30,15,2,Nicolas Jarry,Carlos Alcaraz,2,2,1,30,41,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-352.286,1,93,W,CTL,D
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,2754,2,5,72,0,1,2,2,30,30,2,Nicolas Jarry,Carlos Alcaraz,1,2,2,30,42,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-352.579,1,130,C,CTL,
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,2775,2,5,73,0,1,2,2,30,40,2,Nicolas Jarry,Carlos Alcaraz,2,2,3,30,43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-353.965,5,99,BW,CTL,D
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,2880,2,6,74,0,1,2,3,0,0,1,Carlos Alcaraz,Nicolas Jarry,2,2,4,30,44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-347.805,6,98,BW,NCTL,ND
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,2920,2,6,75,0,1,2,3,0,15,1,Carlos Alcaraz,Nicolas Jarry,1,1,-1,31,44,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-348.357,1,130,W,CTL,
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,2956,2,6,76,0,1,2,3,15,15,1,Carlos Alcaraz,Nicolas Jarry,2,2,1,31,45,0,0,0,0,0,1,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-346.188,6,88,C,NCTL,ND
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,2999,2,6,77,0,1,2,3,15,30,1,Carlos Alcaraz,Nicolas Jarry,1,2,2,31,46,0,0,0,0,0,1,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-345.728,4,122,C,NCTL,ND
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,3036,2,6,78,0,1,2,3,15,40,1,Carlos Alcaraz,Nicolas Jarry,2,2,3,31,47,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,-336.866,30,94,C,NCTL,D
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,3142,2,7,79,0,1,2,4,0,0,2,Nicolas Jarry,Carlos Alcaraz,2,1,-1,32,47,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-342.023,2,90,BC,NCTL,ND
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,3182,2,7,80,0,1,2,4,15,0,2,Nicolas Jarry,Carlos Alcaraz,1,2,1,32,48,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-342.487,1,126,W,CTL,
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,3206,2,7,81,0,1,2,4,15,15,2,Nicolas Jarry,Carlos Alcaraz,1,2,2,32,49,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-347.005,3,120,W,CTL,ND
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,3235,2,7,82,0,1,2,4,15,30,2,Nicolas Jarry,Carlos Alcaraz,1,2,3,32,50,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-347.483,1,131,W,CTL,
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,3262,2,7,83,0,1,2,4,15,40,2,Nicolas Jarry,Carlos Alcaraz,2,2,4,32,51,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-348.701,1,103,BW,NCTL,D
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,3394,2,8,84,0,1,2,5,0,0,1,Carlos Alcaraz,Nicolas Jarry,1,2,5,32,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-345.982,4,119,C,CTL,D
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,3420,2,8,85,0,1,2,5,0,15,1,Carlos Alcaraz,Nicolas Jarry,2,1,-1,33,52,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-342.703,3,91,W,CTL,ND
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,3450,2,8,86,0,1,2,5,15,15,1,Carlos Alcaraz,Nicolas Jarry,2,1,-2,34,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-339.818,3,99,C,NCTL,ND
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,3502,2,8,87,0,1,2,5,30,15,1,Carlos Alcaraz,Nicolas Jarry,1,1,-3,35,52,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-334.241,5,119,C,NCTL,ND
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,3524,2,8,88,0,1,2,5,40,15,1,Carlos Alcaraz,Nicolas Jarry,2,1,-4,36,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-333.821,1,103,BC,NCTL,ND
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,3585,2,9,89,0,1,3,5,0,0,2,Nicolas Jarry,Carlos Alcaraz,1,2,1,36,53,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-334.089,1,133,C,NCTL,
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,3618,2,9,90,0,1,3,5,0,15,2,Nicolas Jarry,Carlos Alcaraz,1,2,2,36,54,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-338.017,5,131,BW,NCTL,ND
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,3651,2,9,91,0,1,3,5,0,30,2,Nicolas Jarry,Carlos Alcaraz,2,1,-1,37,54,0,0,0,0,1,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-339.862,10,103,C,NCTL,ND
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,3709,2,9,92,0,1,3,5,15,30,2,Nicolas Jarry,Carlos Alcaraz,2,2,1,37,55,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-341.176,1,99,B,NCTL,ND
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,3745,2,9,93,0,1,3,5,15,40,2,Nicolas Jarry,Carlos Alcaraz,2,1,-1,38,55,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-343.313,0,,BW,CTL,ND
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,3790,2,9,94,0,1,3,5,30,40,2,Nicolas Jarry,Carlos Alcaraz,1,2,1,38,56,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-343.545,1,131,W,CTL,
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,4019,3,1,95,0,2,0,0,0,0,1,Carlos Alcaraz,Nicolas Jarry,2,2,2,38,57,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-341.093,2,94,C,NCTL,D
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,4069,3,1,96,0,2,0,0,0,15,1,Carlos Alcaraz,Nicolas Jarry,1,1,-1,39,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-338.887,1,125,C,NCTL,D
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,4091,3,1,97,0,2,0,0,15,15,1,Carlos Alcaraz,Nicolas Jarry,2,1,-2,40,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-337.357,1,92,BC,NCTL,D
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,4135,3,1,98,0,2,0,0,30,15,1,Carlos Alcaraz,Nicolas Jarry,1,1,-3,41,57,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-336.095,3,128,W,CTL,ND
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,4162,3,1,99,0,2,0,0,40,15,1,Carlos Alcaraz,Nicolas Jarry,2,1,-4,42,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-331.357,7,91,C,NCTL,D
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,4238,3,2,100,0,2,1,0,0,0,2,Nicolas Jarry,Carlos Alcaraz,1,2,1,42,58,0,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-330.769,7,119,BW,CTL,D
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,4286,3,2,101,0,2,1,0,0,15,2,Nicolas Jarry,Carlos Alcaraz,1,2,2,42,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-331.233,1,125,C,NCTL,
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,4306,3,2,102,0,2,1,0,0,30,2,Nicolas Jarry,Carlos Alcaraz,1,2,3,42,60,0,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-329.753,3,117,W,CTL,ND
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,4331,3,2,103,0,2,1,0,0,40,2,Nicolas Jarry,Carlos Alcaraz,1,2,4,42,61,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-330.054,1,131,BW,NCTL,D
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,4367,3,3,104,0,2,1,1,0,0,1,Carlos Alcaraz,Nicolas Jarry,1,1,-1,43,61,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-330.112,1,126,C,NCTL,
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,4383,3,3,105,0,2,1,1,15,0,1,Carlos Alcaraz,Nicolas Jarry,1,2,1,43,62,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-327.777,4,119,BC,NCTL,D
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,4418,3,3,106,0,2,1,1,15,15,1,Carlos Alcaraz,Nicolas Jarry,2,1,-1,44,62,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,-331.412,3,94,C,NCTL,ND
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,4461,3,3,107,0,2,1,1,30,15,1,Carlos Alcaraz,Nicolas Jarry,2,2,1,44,63,0,0,0,0,0,1,B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-327.54,6,87,BW,NCTL,ND
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,4511,3,3,108,0,2,1,1,30,30,1,Carlos Alcaraz,Nicolas Jarry,1,1,-1,45,63,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-327.071,3,119,W,CTL,ND
2023-wimbledon-1303,Frances Tiafoe,Grigor Dimitrov,4560,3,3,109,0,2,1,1,40,30,1,Carlos Alcaraz,Nicolas Jarry,1,1,-2,46,63,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-324.318,1,123,C,NCTL,ND
